commName,state,fold,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWFarmSelf,pctWInvInc,pctWPubAsst,pctWRetire,perCapInc,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,FemalePctDiv,PctFam2Par,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctImmigRec10,PctRecImmig5,PctRecImmig8,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerRentOccHous,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,larcPerPop,pctMinority,PctLarcPerPop,PctSingleParent,CommTransience,PctVacant,TotalHomeless,PctUnhoused
Moundsville,WV,5,10753,1.28,98.36,0.2,1.13,100,20036,0.16,38.33,10,25.7,10048,16.7,35.59,8.71,9.34,43.98,14.97,25.51,18.5,12.7,72.67,61.72,168,1.72,0,0,0,0.32,2.68,2.38,2.31,1.22,51.99,2,360,92.2,4.17,56.94,1943,9.98,0.26,38100,22500,96,276,28,15.7,11.8,0,0,0.28,84.48,58.35,86.25,93.1,3,3623,0.11,2565.52,1.6400000000000006,23.85864409932112,27.33,23.64,7.799999999999997,0,0
Anchorage,AK,5,226338,6.43,80.74,4.82,4.09,97.97,43946,1.16,71.66,6.38,11.91,19620,7.07,9.61,26.85,6.46,73.29,3.6,23.88,8.2,16.43,75.08,69.06,4524,3.32,44.62,1.53,2.19,1.37,5.36,2.68,2.5,4.89,47.7,3,11451,87.84,5.83,42.75,1976,3.4,0.55,109700,61600,280,564,24.8,22.6,11.4,310,34,5.9,26.62,37.54,68.86,75,1758.8,128.7,2.42,4205.13,19.260000000000005,1.857898364393076,24.92,55.66,12.159999999999997,344,0.15
Irving,TX,5,155037,7.52,78.73,4.61,16.28,100,31767,0.92,35.28,2.28,7.89,16424,10.55,19.29,26.19,5.24,75.65,15.91,15.77,12.38,17.23,72.46,74.74,2175,2.38,65.61,4.05,6.08,4.9,5.27,2.44,2.26,7.96,64.72,2,7823,88.99,1.05,20.93,1976,6.09,0.35,79400,39500,173,485,23,20,12.2,0,0,12.62,52.32,35.53,67.51,82.91,70.1,2213,1.5,4513.1,21.269999999999996,2.910982539651825,27.540000000000006,48.21,11.010000000000005,0,0
Saratoga Springs,NY,5,25001,3.28,95.48,0.74,1.38,0,30938,0.68,52.03,5.1,15.66,15876,8.87,16.55,30.79,5.46,59.96,10.86,36.11,9.13,11.02,76.05,65.35,276,1.63,23.38,0.42,0.52,0.05,3.68,2.36,1.96,1.34,48.05,3,1063,90.11,0.85,52.49,1959,2.28,0.29,108800,65500,184,475,27.6,18.9,12.8,1,0,2.96,71.72,47.93,71.42,84.67,29.4,848.9,1.64,3694.04,4.519999999999996,14.77556897724091,23.950000000000003,36.31,9.89,1,0
Bedford,NH,5,12563,0.19,98.46,1.18,0.52,16.52,63782,0.93,65.58,0.5,14.35,25883,2.24,10.34,42.97,3.83,70.83,15.87,25.86,4.5,5.66,92.19,76.65,13,0.15,10.02,0.24,0.41,0.22,4.28,3.07,2.33,0.25,13.02,3,159,96.17,0,50.31,1976,0,0,199500,106900,489,849,26.1,23.1,12.5,0,0,4.13,48.42,60.17,82.33,85.46,34,369.3,0.39,779.96,1.5400000000000063,6.208389715832206,7.810000000000002,36.36,3.8299999999999983,0,0
Muskogee,OK,5,37708,18.85,69.02,0.53,1.5,0,19507,0.99,29.34,11.68,18.86,10436,22.47,31.06,15.97,6.21,51.58,17.39,26.93,17.49,16.01,65.86,64.9,1393,4.29,38.8,0.25,0.29,0.47,4.49,2.42,2.36,2.72,50.87,2,2586,85.37,3.75,54.83,1959,10.98,0.42,40300,32500,133,298,27.7,19.6,13.5,73,0,1.02,69.79,50.52,83.12,93.06,35.7,1055.8,0.07,4242.24,30.980000000000004,11.250238676142994,34.14,32.19,14.629999999999995,73,0.19
West Bend,WI,5,23916,0.13,98.74,0.47,0.92,0,34337,0.46,53.95,4.52,13.82,13957,4.37,19.66,16.54,3.43,68.31,35.63,17.93,22.1,9.66,82,75.34,264,1.42,9.74,0.03,0.12,0.35,4.49,2.71,2.28,1.51,39.8,3,201,97.74,0.5,25.87,1967,1.46,0.32,73100,27900,124,455,23.8,20.4,13,2,0,1.46,84.14,52.47,82.5,94.86,10.4,2302,0.28,3991.25,1.2600000000000051,16.6886185,18,26.96,2.260000000000005,2,0.01
Lafayette,LA,5,94440,27.19,70.8,1.35,1.71,100,23430,1.1,34.59,7.99,11.08,12925,21.89,24.79,27.26,8.73,57.69,6.23,29.18,9.32,13.16,68.02,64.07,4571,6.33,60.85,1.06,1.37,1.47,5.44,2.5,2.23,4.61,51.49,2,4053,89.96,5.5,45.5,1971,6.12,0.67,66000,52300,129,333,24.2,18,13.1,46,1,2.65,79.32,49.61,79.34,92.78,42.4,2226.3,2.16,5702.43,29.200000000000003,6.038151207,31.980000000000004,30.58,10.040000000000006,47,0.05
New Philadelphia,OH,5,15698,0.67,98.59,0.41,0.38,0,22405,0.21,38.61,8.23,20.3,11612,12.51,23.23,9.77,8.37,56.09,27.11,18.6,23.64,13.49,74.89,67.12,137,1.08,15.97,0,0.04,0.18,2.74,2.36,2.15,0.88,49.57,3,369,94.68,2.44,32.25,1951,5.33,0.53,50200,31100,101,309,24.7,19.5,12.4,0,0,0.76,86.58,57.93,88.5,95.75,7.1,2223.9,0.29,2364.14,1.4099999999999966,15.060135049050832,25.11,22.33,5.319999999999993,0,0
Jackson,OH,5,25265,2.97,96.08,0.64,0.52,86.67,34670,0.95,42.03,5.43,18.91,14134,7.4,20.22,13.87,3.68,68.31,13.52,21.47,15.94,13.21,77.27,74.51,381,1.96,27.96,0.17,0.28,0.34,3.23,2.67,2.38,1.36,35.22,3,383,96.07,2.09,27.68,1968,2.74,0.38,77400,33300,127,445,24.1,20.4,12.3,0,0,1.1,78.41,50.71,87.03,93.54,38.2,661.4,1.69,3232.07,3.9200000000000017,12.792677617257075,22.730000000000004,27.95,3.930000000000007,0,0
Texarkana,AR,5,22631,31.74,67.21,0.53,0.76,100,19016,0.85,25.23,9.36,13.57,9990,25.16,32.59,12.35,7.17,53.39,18.56,24.61,19.59,16.16,59.71,64.27,1355,7.02,57.07,0.28,0.47,0.81,4.98,2.52,2.48,3.94,51.85,2,1154,88.29,3.81,50.17,1962,7.8,0.42,42700,32700,173,334,27.1,17.3,14.6,8,14,0.87,46.52,56.75,80.32,86.84,17.2,1315.1,0.11,9861.7,32.790000000000006,43.57606822500111,40.29,38.8,11.709999999999994,22,0.1
Cedar Grove,NJ,5,12053,2.24,92.09,5.06,2.53,100,55464,0.53,66.51,2.04,21.35,23052,3,16.78,31.32,3.13,59.7,14.77,24.53,6.6,7.58,87.25,65.26,7,0.08,25.63,1.87,2.37,1.99,3.67,2.67,1.87,0.79,32.21,3,67,98.41,0,49.25,1956,0,0.17,213300,68100,346,754,25.8,22.3,13.8,0,0,10.52,67.5,65.22,84.91,93.85,4.4,2756.1,6.25,1381.51,7.909999999999997,11.461959678088443,12.75,27.46,1.5900000000000034,0,0
Germantown,TN,5,32893,1.85,95.15,2.72,0.85,100,69019,2.18,68.13,0.97,11.46,28087,1.11,2.78,53.52,2.28,70.03,12.31,24.99,2.78,7.17,91.08,57.76,90,0.41,38.68,0.52,1.1,0.47,3.31,3.07,2.38,0.34,9.37,4,418,96.24,0.96,24.64,1978,0.12,0.11,145100,69300,274,631,23,20.4,10.8,0,0,3.91,37.88,49.69,72.86,74.16,15.9,2067.7,0.29,1575.21,4.849999999999994,4.788891253458183,8.920000000000002,46.52,3.760000000000005,0,0
Panama City,FL,5,34378,21.82,75.5,1.7,1.34,100,21881,0.31,34.9,9.39,20.27,12169,19.64,29.65,16.72,7.83,54.05,7.73,25.23,11.27,16.99,63.04,68.48,1148,3.98,37.78,0.37,0.48,0.89,4.66,2.38,2.31,3.54,49.1,3,1875,88.23,1.92,38.61,1965,8.75,0.41,49800,37500,183,364,26.3,19.3,13.1,45,24,2.83,45.78,49.38,76.1,82.17,16,2144.9,0.05,6087.48,24.5,17.707487346558846,36.96,42.91,11.769999999999996,69,0.2
Atlantic City,NJ,5,37986,51.31,35.45,3.97,15.3,100,20309,0.5,22.62,14.85,14.35,12017,24.97,41.66,9.55,9.63,55.72,4.44,14.45,9.09,18.36,32.24,69.18,5719,19.29,47.03,2.23,3.54,5.64,9.02,2.3,2.25,8.77,67.53,2,5895,72.74,13.66,57.59,1955,11.49,0.98,73400,46400,302,434,28.2,19.7,15.8,594,22,9.89,49.49,53.85,81.22,86.35,11.8,3230.5,25.65,22164.78,64.55,58.34986574000948,67.75999999999999,38.48,27.260000000000005,616,1.62
Tustin,CA,5,50689,5.71,73.24,10.38,20.73,100,38433,0.69,39.67,4.75,10.19,18120,6.85,14,25.55,4.48,75.45,20,19.66,10.52,17.63,73.27,74.69,939,3.11,62.99,8.36,11.01,7.29,7.56,2.66,2.68,11.3,63.69,2,968,94.98,1.24,13.84,1970,1.23,0.23,254500,119600,230,746,28.2,24.6,11.4,32,10,21.63,37.32,32.17,69.29,78.7,11.7,4333.9,2.3,3579.81,26.760000000000005,7.062301485529404,26.730000000000004,53.74,5.019999999999996,42,0.08
Atwater,CA,5,22282,9.26,73.2,6.79,18.51,0,26701,1.28,33.32,13.51,19.98,10401,12.58,22.86,14.05,7.84,64.55,11.73,27.79,15.87,13.69,75.03,68.35,454,2.8,33,2.11,3.1,4.31,8.07,3.08,3.29,11.36,42.76,3,233,96.86,2.58,19.31,1973,4.27,0.27,89800,40400,127,446,26.9,21.8,12.1,19,0,10.89,42.85,34.22,63.89,75.03,5.3,4169.5,0.39,3146.82,26.799999999999997,14.122699937169017,24.97,53.01,3.1400000000000006,19,0.09
Lansdowne,PA,5,11712,5.16,93.4,1.12,0.92,100,35795,1.27,55.57,4.26,20.27,17626,3.39,12.09,30.06,3.84,66.79,13.18,31.42,7.74,10.38,81.37,72.49,133,1.61,21.49,0.67,0.79,0.62,4.93,2.38,1.71,0.87,41.43,3,198,96.13,2.02,26.26,1939,1.61,1.23,106500,43700,160,535,25.9,22.3,15.4,0,0,4.69,79.28,61.84,84.57,94.37,1.2,9600,15.85,1369.86,6.599999999999994,11.696209016393441,18.629999999999995,24.77,3.8700000000000045,0,0
East Lampeter,PA,5,11999,1.33,96.41,1.26,2.45,57.76,34720,3.76,54.82,1.93,14.93,16904,4.98,27.54,18.99,2.34,69.97,24.16,17.25,17.78,9.41,84.89,65.06,82,0.93,42.03,0.96,0.96,0.74,5.29,2.58,2.26,1.6,38.07,3,172,96.41,0,30.81,1969,6.47,0.5,96800,46100,166,521,23,19.3,11.5,43,0,2.88,81.32,60.33,85.97,92.19,20.7,580.7,1.03,3539.82,3.5900000000000034,29.50095841,15.11,24.13,3.5900000000000034,43,0.36
Bay City,MI,5,38936,2.45,93.6,0.45,5.62,100,21380,0.37,38.65,15.24,20.04,10782,18.06,30,9.41,13.52,51.65,20.53,24.45,19,14.05,66.08,63.85,873,2.52,10.66,0.06,0.09,0.66,4.85,2.48,2.21,1.65,44.89,3,802,95.1,2.37,48.88,1939,4.81,0.46,32600,19100,131,312,29.2,17.3,14.3,26,0,0.94,88.91,63.14,88.46,96.22,10.8,3613.2,1.55,3605.94,6.400000000000006,9.261197863160058,33.92,19.83,4.900000000000006,26,0.07
Klamath Falls,OR,5,17737,1.14,91.22,1.19,5.94,0,19382,0.78,37.69,8.67,14.09,10936,21.77,24.67,15.75,9.39,53.48,19.7,24.48,19.04,16.1,67.74,67.08,340,2.49,46.28,1.3,1.69,1.62,4.62,2.36,2.22,4.04,63.24,2,625,92.02,4.32,32.32,1950,9.1,0.5,48200,34800,139,318,27.2,20.1,13.1,84,2,4.09,44.03,41.64,71.32,80.76,17,1043.6,1,2609.33,8.780000000000001,14.711225122625022,32.260000000000005,47.67,7.980000000000004,86,0.48
North Smithfield,RI,5,10497,0.16,99.05,0.66,0.53,64.68,41449,1.42,53.58,2.98,17.57,16298,4.08,28.52,20.77,6.22,61.79,21.95,28.4,12.79,6.04,89.44,76.31,59,0.76,10.44,0.33,0.45,1.46,3.28,2.74,2.01,0.59,32.36,3,106,97.24,2.83,43.4,1959,0.13,0,146600,67500,323,518,23.6,21,14.5,0,0,4.29,74.45,68.04,92.06,93.3,24.9,421.5,1.09,1274.71,0.9500000000000028,12.14356482804611,10.560000000000002,21.82,2.760000000000005,0,0
Salem,NH,5,25746,0.93,96.78,1.77,1.41,80.84,44210,0.73,45.49,3.77,12.92,17930,3.81,17.56,20.39,6.35,71.26,27.01,16.87,12.32,10.41,84.42,73.72,167,0.93,23.17,0.51,0.97,1.23,4.69,2.79,2.22,1.42,42.84,3,712,92.81,4.49,53.23,1968,0.83,0.15,150300,54800,229,646,24.8,23.5,13.6,0,0,5.88,7.85,61.74,75.94,77.59,25.6,1006,0.33,3958.95,3.219999999999999,15.37695175949662,15.579999999999998,51.49,7.189999999999998,0,0
Woodburn,OR,5,13404,0.28,79.3,0.46,31.42,0,22253,1.48,45.57,8.52,23.12,9302,22.45,36.64,8.55,5.64,47.51,24.87,18.07,22.53,9.08,74.25,61.68,455,3.68,58.77,8.19,9.44,12.31,12.78,2.7,3.29,11.68,65.56,2,135,97.26,2.22,31.11,1970,6.33,0.53,51900,23000,123,402,27.6,22.8,12.4,18,0,18.89,40.35,46.81,72.38,83.28,4.4,3071.5,0.73,5323.57,20.700000000000003,39.716278722769324,25.75,46.82,2.739999999999995,18,0.13
National City,CA,5,54249,8.46,40.89,17.67,49.61,100,22129,0.49,21.4,20.05,16.71,8658,21.34,41.07,9.06,8.18,60.95,18.33,18.19,18.9,15.46,63.14,53.49,2286,5.57,51.03,10.61,14.59,14.19,13.97,3.22,3.19,29.07,73.7,2,470,96.92,1.49,23.4,1962,4.6,0.4,114700,51600,193,476,29.7,23.7,10.9,0,10,35.66,34.95,37.65,69.74,75.56,7.8,6919.5,6.02,3460.32,59.11,6.378587623735001,36.86,52.55,3.0799999999999983,10,0.02
Clinton,CT,5,12767,1.02,96.77,1.03,2.93,0,45884,0.83,53.91,2.26,12.62,17698,3.33,14.15,26.46,4.84,72.21,19.86,21.92,12.73,11.69,83.9,74.3,115,1.32,28.81,0.6,0.76,1.19,4.07,2.72,2.3,1.22,36.79,3,752,86.1,0.93,68.35,1965,1.05,1.61,174800,64000,262,775,28.7,24.7,13.5,46,0,2.83,62.52,54.9,73.72,89.19,16.9,756.9,0.87,1086.71,3.230000000000004,8.511866530899976,16.099999999999994,36.29,13.900000000000006,46,0.36
American Fork,UT,5,15696,0.05,97.69,0.77,2.4,100,29624,2.42,42.13,5.68,19.1,8620,8.08,16.35,20.05,6.09,61.51,15.74,30.26,14.82,7.03,86.56,67.56,39,0.29,42.37,0.21,0.37,0.55,24.41,3.7,3.36,6.47,30.29,3,126,97.02,3.97,46.83,1969,1.81,0.5,64300,25400,126,384,24.4,21.3,12.3,0,0,1.5,78.03,59.24,85.85,91.48,6.4,2469.5,0.89,3144.49,2.3100000000000023,20.033702854230377,13.439999999999998,25.63,2.980000000000004,0,0
Livermore,CA,5,56741,1.52,89.39,4.6,9.85,100,49149,0.7,49.73,4.61,15.13,19330,5.18,11.78,27.28,4.19,73,14.86,28.18,9.62,13.73,78.77,70.28,542,1.51,39.73,1.74,2.11,1.43,4.47,2.74,2.56,3.57,32.77,3,846,96.06,1.18,12.88,1970,0.72,0.11,217300,82500,284,762,27.8,25.9,11.8,41,0,6.58,56.66,46.26,76.73,90.54,20.3,2789.6,1.55,3340.14,10.61,5.886642815600712,21.230000000000004,40.12,3.9399999999999977,41,0.07
Franklin,OH,5,11026,0.79,98.77,0.25,0.14,100,25569,0.89,27.69,10.26,17.39,10566,16.4,39.42,6.47,8.17,56.47,33.04,14.82,25.72,15.09,72.77,64.05,132,1.49,22.5,0.09,0.09,0.34,3.89,2.68,2.56,2.31,43.49,3,137,96.74,5.11,35.04,1960,6.9,0.12,55600,26300,147,361,25.6,17.4,12.2,0,0,0.73,69.94,55.26,79.49,94.39,8.4,1306.8,0.2,3412.85,1.230000000000004,30.952748050063484,27.230000000000004,31.77,3.260000000000005,0,0
Somerset,MA,5,17655,0.14,98.91,0.66,0.78,100,36418,0.87,53.54,4.36,24.36,15030,3.49,30.13,21.2,6.26,61.9,19.66,27.8,13.33,6.74,84.45,80.98,110,0.77,3.64,0.04,0.12,2.67,3.78,2.73,2.1,0.95,30.5,3,204,96.92,3.43,39.22,1956,0.56,0.2,141400,50400,288,513,23.1,17.8,13.1,0,0,8.25,79.21,78.11,95.74,96.64,8.4,2100.6,0.39,1467.03,1.0900000000000034,8.309430756159728,15.549999999999997,15.65,3.0799999999999983,0,0
Hemet,CA,5,36094,0.68,90.88,1.18,14.91,100,20382,0.38,47.43,10.72,32.73,12270,14.05,32.67,9.19,9.76,32.39,11.6,23.04,15.65,13.42,62.1,56.53,789,2.54,40.54,2.77,3.35,3.4,3.45,2.04,2.28,4.86,83.88,2,2295,88.35,0.61,26.27,1976,3.59,0.18,89900,42100,186,500,31.4,25.7,11.4,48,0,9.99,33.33,36.1,66.22,87.7,18.2,1982.8,0.29,4236.9,9.120000000000005,11.738516096858202,37.9,54.78,11.650000000000006,48,0.13
Murfreesboro,TN,5,44922,14.49,82.31,2.79,0.8,0,26394,1.11,36.1,5.47,11.74,12983,15.99,23.03,27.24,5.97,64.7,19.64,25.58,15.19,12.4,70.01,74.64,1569,5.68,61.06,1.12,1.54,0.86,3.24,2.38,2.15,2.5,53.5,2,1598,91.46,2.32,20.34,1974,5.05,0.43,78200,46400,130,388,27.2,20.9,13.1,44,2,2.93,63.58,36.57,65.04,84.18,31.5,1428.3,0.09,4853.44,17.689999999999998,10.80414941454076,29.989999999999995,44.94,8.540000000000006,46,0.1
Evanston,IL,5,73233,22.87,70.57,4.83,3.67,100,41115,0.78,58.96,3.43,11.4,22346,9.85,10.82,57.99,4.28,65.86,10.87,44.55,5.07,11.65,72.34,75.66,1752,4.51,44.69,3.33,4.41,1,4.93,2.31,2,2.58,58.32,2,1210,95.85,1.24,27.11,1939,1.28,0.41,184800,178300,248,636,27.9,20.8,12.9,43,12,11.46,48.18,44.94,74.19,78.07,8,9117.7,21.73,5156.31,29.430000000000007,7.040965138666995,27.659999999999997,44.23,4.150000000000006,55,0.08
River Rouge,MI,5,11314,35.15,62.76,0.28,3.34,100,17500,0.31,20.7,26.54,18.67,8872,28.51,36.03,6.14,17.07,44.54,32.43,16.46,28.24,18.8,46.34,52.74,1109,11.21,10.66,0,0,0.87,8.34,2.65,2.47,4.03,50.51,2,398,91.47,8.29,42.71,1939,11.06,0.56,22700,15300,117,325,32.2,17.4,14.5,0,0,2.4,73.05,61.23,95.09,96.45,2.8,4093.3,3.88,4311.07,37.24,38.10385363266749,53.66,23.54,8.530000000000001,0,0
Athol,MA,5,11451,0.51,97.97,0.57,0.89,0,27095,1.15,37.66,10.04,21.16,12444,11.67,24.91,12.28,10.77,56.14,33.51,23.31,21.83,12.66,74.33,62.95,201,2.14,9.77,0.24,0.38,0.78,4.71,2.58,2.25,1.71,43.97,3,461,90.48,1.74,60.09,1939,3.86,0.76,94900,40600,218,437,27.6,22.7,12.7,0,0,3.84,79.15,57.01,82.17,94.05,33.8,339.3,0.32,1810.71,2.030000000000001,15.812680115273775,25.67,27.22,9.519999999999996,0,0
Littleton,CO,5,33685,0.88,96.09,1.39,5.21,100,34006,0.58,50.4,3.74,16.07,18360,7.34,10.15,35.7,4.62,67.42,14.3,25.39,7.83,15.79,74.6,75.48,305,1.17,35.85,0.66,0.8,0.99,3.35,2.39,1.98,1.77,45.78,3,873,94.09,0.34,21.42,1970,2.05,0.13,97700,46600,188,429,27,22.3,11.8,0,0,3.07,37.11,45.47,67.85,84.19,12.8,2636.6,2.57,1695.09,3.9099999999999966,5.032180496,25.400000000000006,49.86,5.909999999999997,0,0
Homewood,IL,5,19278,6.4,91.39,1.78,1.45,100,47064,0.34,65.33,1.47,18.8,20979,1.36,9.5,38.04,3.61,64.59,13.34,31.23,4.21,8.68,87.73,71.16,91,0.64,15.13,0.4,0.4,0.51,3.44,2.58,1.82,0.34,36.08,3,165,97.81,1.21,32.12,1961,0.2,0,99900,45000,128,573,27.9,19.1,12.7,0,0,3.94,74.59,60.19,90.52,93.54,5.4,3554.2,19.22,3718.86,8.61,19.29069405539994,12.269999999999996,24.9,2.1899999999999977,0,0
Jackson,NJ,5,33233,3.14,94.45,1.51,4.35,59.2,44690,1.12,44.29,3.55,13.8,16106,3.76,20.48,16.29,5.68,67.52,15.57,19.42,12.64,8.44,87.16,67.54,465,2,14.72,0.53,0.77,1.04,6.07,2.96,2.56,1.3,35.49,3,717,93.94,2.65,54.11,1974,1.22,0.13,143100,52600,231,676,30.6,26.6,16,0,0,6.42,59.5,52.08,67.35,91.09,103.7,320.6,3.61,3786.71,5.549999999999997,11.39442722595011,12.840000000000003,40.36,6.060000000000002,0,0
Harker Heights,TX,5,12841,10.29,82.84,3.26,9.18,100,26470,1.14,33.55,4.76,16.58,12288,11.21,12.4,27.1,4.37,68.94,7.45,31.56,10.88,12.82,78.49,64.63,173,2.12,38.13,0.76,1.74,0.92,4.19,2.77,2.67,4.73,43.46,3,553,89.33,0.54,29.66,1979,7.19,0.1,85000,50100,143,400,24.5,22.8,11.4,0,0,6.66,33.15,35.04,55.12,64.61,11.8,1084.5,0.24,1820.38,17.159999999999997,14.176310256210575,21.510000000000005,58.9,10.670000000000002,0,0
Tullahoma,TN,5,16761,6.89,91.91,0.85,0.67,0,26298,0.92,42.93,8.26,14.78,12606,14.22,26.24,21.59,5.45,58.21,26.92,26.1,19.89,13.29,73.77,67.48,218,1.55,29.39,0.24,0.24,0.3,3.12,2.51,2.35,1.7,38.58,3,512,92.81,1.95,35.74,1965,9.48,0.15,55800,40900,153,304,25,18.7,12.9,0,0,1.46,65.09,51.62,75.51,87.02,23,730.1,0.28,3096.22,8.090000000000003,18.472764154883357,26.230000000000004,35.93,7.189999999999998,0,0
Belmont,CA,5,24127,1.59,86.83,10.01,7.27,100,50859,0.5,56.32,3.17,14.08,25827,4.71,8.47,36.77,3.41,73.24,14.62,22.99,6.65,13.29,81.75,73.39,182,1.26,27,2.84,3.67,1.73,2.32,2.34,1.96,3.26,46.66,3,215,97.92,1.86,28.37,1962,0.7,0.06,408200,162700,281,734,27.6,25,12.2,5,0,16.5,51.64,52.49,78.09,90.27,4.7,5142.2,4.68,2065.04,13.170000000000002,8.559041737,18.25,39.26,2.0799999999999983,5,0.02
Wayne,NJ,5,47025,1.06,95,3.12,3.08,100,59290,0.71,63.26,2.29,14.92,25131,2.28,14.66,35.8,3.91,66.45,19.47,23.57,7.47,6.88,89.41,62.85,178,0.54,23.13,1.43,1.93,1.48,4.46,2.86,2.1,0.86,25.64,3,549,96.63,2.73,45.36,1962,0.34,0.21,242200,110000,361,738,26.9,23.1,13.7,0,0,10.78,63.4,64.92,81.74,93.56,24.7,1905.3,4.11,3679.03,5,7.823561935140883,10.590000000000003,29.98,3.3700000000000045,0,0
Fairfield,CA,5,77211,13.8,68.17,10.7,13.22,100,36886,0.48,35.73,9.13,20.18,13713,7.42,15.84,15.43,6.11,67.46,12.98,19.99,13.83,14.94,75,65.44,1846,3.51,37.29,2.18,3.19,2.15,6.65,2.92,2.87,6.23,37.25,3,932,96.46,1.72,16.74,1973,2.17,0.17,139900,63700,212,563,27,24.5,12,91,4,11.55,43.84,36.88,63.32,81.67,37.1,2078.7,1.5,4289.94,31.83,5.556125423,25,51.99,3.5400000000000063,95,0.12
Covington,GA,5,10026,45.42,54.12,0.15,0.99,0,21344,0.49,24.08,13.52,16.17,10376,23.6,49.73,8.74,11.64,51.04,29.21,16.9,28.2,14.37,54.39,65.2,907,10.3,31.87,0.29,0.29,0.53,7.73,2.68,2.69,6.12,50.68,2,269,93.13,1.86,24.54,1964,13.36,3.19,59400,37200,197,372,29.9,22.2,12.9,0,0,0.91,87.18,57.3,85.86,96.07,12.4,806.5,0.64,8128.12,45.88,81.07041691601835,45.61,23.22,6.8700000000000045,0,0
Tiverton,RI,5,14312,0.25,99.26,0.32,1.12,59.79,36170,1.7,50.94,5.95,22.83,16023,5.59,29.53,19.05,5.39,64.42,17.66,24.61,13.22,7.94,85.67,72.81,82,0.76,7.36,0.17,0.32,1.5,3.89,2.69,2.26,1,37.66,3,352,93.8,2.84,55.97,1960,0.54,0.56,141100,71500,305,538,26.8,22.4,14.8,0,0,4.37,18.12,70.45,83.74,85.68,30.4,470.5,0.4,1563.79,0.7399999999999949,10.926425377305756,14.329999999999998,42.56,6.200000000000003,0,0
Stow,OH,5,27702,1.08,97.1,1.62,0.51,100,39638,0.73,53.75,2.49,16.42,16310,3.06,14.05,30.43,3.14,68.85,25.18,26.22,10.67,10.27,84.99,64.92,189,0.97,29.39,0.66,0.79,0.34,3.4,2.72,2.12,0.76,36.6,3,376,96.41,0.27,43.88,1971,0.26,0,83700,42400,144,521,21.8,20.8,12.6,0,0,3.48,71.59,52.6,80.25,90.54,17.8,1560.3,0.93,2018.67,2.9000000000000057,7.287091184752004,15.010000000000005,31.85,3.5900000000000034,0,0
Hackensack,NJ,5,37049,24.77,66.36,3.67,15.1,100,38976,0.37,42.98,5.77,10.97,20217,6.97,25.57,25.74,5.79,66.31,18.98,22.84,13.29,14.24,64.59,69.42,1631,6.97,47.51,5.72,8.76,6.31,5.19,2.16,2,6.27,77.88,2,1241,92.99,1.69,33.28,1962,2.75,0.94,186300,70000,295,693,25.5,24.8,18.9,81,0,23.51,41.74,52.19,79.47,84.79,4.3,8684.7,14.4,3722.6,33.64,10.047774568814273,35.41,42.2,7.010000000000005,81,0.22
Pearland,TX,5,18697,1.67,90.93,1.44,12.36,100,42565,1.19,44.12,1.83,9.82,17437,4.74,14.97,22.1,3.13,72.23,18.1,21.76,8.71,11.98,80.74,72.37,180,1.43,42.9,0.78,0.89,1.55,3.73,2.82,2.47,4.04,29.09,3,236,96.54,2.54,51.69,1976,2.28,0.54,75000,36300,140,469,23,20.8,11.3,0,0,3.46,69.24,49.72,70.26,93.34,20.4,916.2,0.65,2090.14,9.069999999999993,11.179012675830347,19.260000000000005,36.93,3.4599999999999937,0,0
Montgomery,PA,5,12179,1.63,92.86,5.09,0.87,79.95,52193,1.86,64.4,1.55,18.61,21465,1.08,12.21,35.98,2.8,71.82,28.52,21.21,8.64,7.86,90.39,68.51,21,0.26,24.49,0.56,1.12,1.51,2.78,2.64,2.48,0.76,27.83,3,246,94.9,0.81,28.86,1984,0.22,0.42,172700,80900,274,847,24.3,24.4,11.1,0,0,6.85,73.92,41.49,68.26,87.67,11,1102.3,2.65,4335.19,7.140000000000001,35.59561540356351,9.61,38.78,5.099999999999994,0,0
Kannapolis,NC,5,29696,17.99,81.32,0.24,0.63,100,22369,0.39,28.29,6.25,19.83,11031,11.76,41.29,7.73,5.85,59.06,37.1,14.75,29.16,14.13,68.14,74.13,852,3.43,57.53,0.18,0.2,0.29,3.7,2.44,2.49,3.3,60.79,2,699,94.5,3.58,38.05,1956,9.1,0.84,46700,31600,149,339,23.2,17.8,12.7,0,1,0.49,79.88,60.95,81.04,92.81,16.3,1826.3,0.37,1938.92,18.680000000000007,6.529229525862069,31.86,26.04,5.5,1,0
